@relation mainC-refined-weka.filters.unsupervised.attribute.Remove-R7-26

@attribute 'refinedUse ' numeric
@attribute ' dow ' {0,1,2,3,4,5,6}
@attribute ' phase ' {0,1,2,3}
@attribute Day {0,1}
@attribute ' Time' numeric
@attribute 'use [kW]' numeric
@attribute Cluster {cluster13,cluster9,cluster3,cluster5,cluster15,cluster17,cluster4,cluster12,cluster55,cluster11,cluster10,cluster42,cluster19,cluster30,cluster33,cluster36,cluster34,cluster39,cluster54,cluster47,cluster26,cluster25,cluster50,cluster52,cluster28}

@data
0.527884,6,1,0,2190,1.262217,cluster15
0.761035,1,1,1,1080,1.307817,cluster15
0.330417,0,0,0,17150,0.537783,cluster13
0.5368,6,1,0,2180,1.270183,cluster15
0.709816,1,1,1,1070,1.49945,cluster15
0.6763,3,3,1,10100,1.85825,cluster3
0.331432,0,0,0,17140,0.539533,cluster13
0.746099,6,1,0,2170,1.335233,cluster15
0.618683,1,1,1,1060,1.76085,cluster15
0.675753,3,3,1,10090,1.84727,cluster3
0.294283,0,0,0,17130,0.655183,cluster13
0.537933,6,1,0,2160,1.18535,cluster15
0.622451,1,1,1,1050,1.782867,cluster15
0.678397,3,3,1,10080,1.85608,cluster3
0.141216,0,0,0,17120,0.992767,cluster13
0.630449,6,1,0,2150,1.062567,cluster15
0.62655,1,1,1,1040,1.79265,cluster15
0.676804,3,3,1,10070,1.86032,cluster3
0.148468,0,0,0,17110,1.019217,cluster13
0.857201,6,1,0,2140,1.2754,cluster15
0.613366,1,1,1,1030,1.768433,cluster15
0.443699,3,3,1,10060,1.63865,cluster3
0.722534,6,1,0,2130,1.151667,cluster15
0.674217,4,0,1,22100,0.88125,cluster15
0.60475,1,1,1,1020,1.77295,cluster15
0.417267,3,3,1,10050,1.61115,cluster3
0.899334,6,1,0,2120,1.334217,cluster15
0.536866,4,0,1,22090,1.163867,cluster15
0.618099,1,1,1,1010,1.781733,cluster15
0.40222,3,3,1,10040,1.61542,cluster3
0.706033,6,1,0,2110,1.1418,cluster15
0.516334,4,0,1,22080,1.24155,cluster15
0.412247,3,3,1,10030,1.62653,cluster3
0.514818,4,0,1,22070,1.26975,cluster15
2.20453,3,3,1,7100,2.475483,cluster17
0.419398,3,3,1,10020,1.51853,cluster3
0.505717,4,0,1,22060,1.257383,cluster15
2.13115,3,3,1,7090,2.532433,cluster17
0.417971,3,3,1,10010,1.49987,cluster3
0.487367,4,0,1,22050,1.258083,cluster15
1.50297,3,3,1,7080,2.774483,cluster17
0.503167,4,0,1,22040,1.2657,cluster15
1.43424,3,3,1,7070,2.654817,cluster17
0.8392,2,0,1,16100,1.170383,cluster15
0.502933,4,0,1,22030,1.268617,cluster15
1.60087,3,3,1,7060,2.951267,cluster17
0.8134,2,0,1,16090,1.17665,cluster15
0.437833,4,0,1,22020,1.306483,cluster15
2.06127,3,3,1,7050,4.27915,cluster17
0.799483,2,0,1,16080,1.163467,cluster15
0.418583,4,0,1,22010,1.375867,cluster15
2.05543,3,3,1,7040,4.426567,cluster17
1.01052,2,0,1,16070,1.3644,cluster15
2.05388,3,3,1,7030,4.42425,cluster17
2.10283,2,0,1,16060,2.46535,cluster55
2.04307,3,3,1,7020,4.419683,cluster17
2.57772,2,0,1,16050,2.933283,cluster55
0.44499,2,0,1,15510,0.910117,cluster15
2.05468,3,3,1,7010,4.435283,cluster17
2.53965,2,0,1,16040,2.900117,cluster55
0.438823,2,0,1,15500,0.902417,cluster15
2.37432,2,0,1,16030,2.730117,cluster55
0.439816,2,0,1,15490,0.8999,cluster15
0,0,3,1,12000,1.355733,cluster5
2.38718,2,0,1,16020,2.735733,cluster55
0.447356,2,0,1,15480,0.910983,cluster15
0,0,3,1,11590,1.36565,cluster5
2.27098,2,0,1,16010,2.597817,cluster17
0.427553,2,0,1,15470,0.9014,cluster15
0,0,3,1,11580,1.379683,cluster5
0.462034,2,0,1,15460,0.91515,cluster15
0,0,3,1,11570,1.402583,cluster5
0.426086,2,0,1,15450,0.903517,cluster15
0,0,3,1,11560,1.250333,cluster5
0.467217,2,0,1,15440,0.905267,cluster15
0,0,3,1,11550,1.070517,cluster5
0.437707,2,0,1,15430,0.902367,cluster15
0,0,3,1,11540,1.07295,cluster5
0.440183,2,0,1,15420,0.897283,cluster15
0,0,3,1,11530,1.075583,cluster5
0,0,3,1,11520,1.072133,cluster5
0,0,3,1,11510,1.0714,cluster5
0.149127,3,0,1,15510,1.24247,cluster4
0.132117,3,0,1,15500,1.20885,cluster4
0.278997,3,0,1,15490,1.19373,cluster4
0.202133,6,0,0,16200,0.669767,cluster13
0.180233,3,0,1,15480,1.11823,cluster4
0.2018,6,0,0,16190,0.664367,cluster13
0.195287,3,0,1,15470,1.12438,cluster4
0.186799,6,0,0,16180,0.659983,cluster13
0.204669,3,0,1,15460,1.13578,cluster4
0.181765,6,0,0,16170,0.658683,cluster13
0.150696,2,1,1,1190,1.12308,cluster13
0.177796,3,0,1,15450,1.09918,cluster4
0.246017,6,0,0,16160,0.644033,cluster13
0.157566,2,1,1,1180,1.1233,cluster13
0.160267,3,0,1,15440,1.10098,cluster4
0.245999,6,0,0,16150,0.644333,cluster13
0.170153,2,1,1,1170,1.12337,cluster13
0.144823,3,0,1,15430,1.0807,cluster4
0.246433,6,0,0,16140,0.64525,cluster13
0.150234,2,1,1,1160,1.1272,cluster13
0.16587,3,0,1,15420,1.10785,cluster4
0.245899,6,0,0,16130,0.6454,cluster13
0.1566,2,1,1,1150,1.1282,cluster13
0.246033,6,0,0,16120,0.6456,cluster13
0.130154,2,1,1,1140,1.12607,cluster13
0.082517,6,0,0,16110,1.04035,cluster13
0.171717,2,1,1,1130,1.1414,cluster13
0.158219,2,1,1,1120,1.12247,cluster13
0.157186,2,1,1,1110,1.11997,cluster13
0,4,0,1,21100,1.5156,cluster13
0.157381,2,1,1,1100,1.12173,cluster13
0.046101,4,0,1,21090,1.6642,cluster13
0.06235,4,0,1,21080,1.083483,cluster13
0.2073,3,2,1,6100,1.025967,cluster13
0.077584,4,0,1,21070,1.072333,cluster13
0.2,3,2,1,6090,1.010267,cluster13
0.07805,4,0,1,21060,1.071267,cluster13
0.201167,3,2,1,6080,1.049133,cluster13
0.280384,4,0,1,21050,1.27545,cluster13
0.201201,3,2,1,6070,1.0321,cluster13
0.4454,4,0,1,21040,1.434933,cluster13
0.199268,3,2,1,6060,1.0296,cluster13
0.435666,4,0,1,21030,1.427383,cluster13
0,0,0,1,18100,0.990633,cluster5
1.03212,2,0,1,17000,1.238883,cluster15
0.195983,3,2,1,6050,1.04445,cluster13
0.2554,4,0,1,21020,1.261417,cluster13
0,0,0,1,18090,0.988733,cluster5
1.03058,1,0,1,16590,1.2378,cluster15
0.19995,3,2,1,6040,1.031667,cluster13
0.077083,4,0,1,21010,1.07505,cluster13
0,0,0,1,18080,0.98995,cluster5
1.03232,1,0,1,16580,1.2397,cluster15
0.194366,3,2,1,6030,1.041983,cluster13
0,0,0,1,18070,0.989583,cluster5
1.03153,1,0,1,16570,1.251667,cluster15
0.039867,6,1,0,3100,1.54605,cluster12
0.19865,3,2,1,6020,1.05235,cluster13
0.058465,1,1,1,2000,1.084933,cluster4
0,0,0,1,18060,0.990383,cluster5
1.47087,1,0,1,16560,2.168683,cluster15
0.039999,6,1,0,3090,1.55065,cluster12
0.206083,3,2,1,6010,1.056517,cluster13
0.052917,1,1,1,1590,1.0757,cluster4
0,0,0,1,18050,0.988717,cluster5
2.2202,1,0,1,16550,2.94655,cluster15
0.036567,6,1,0,3080,1.553883,cluster12
0.070432,1,1,1,1580,1.052033,cluster4
0,0,0,1,18040,0.986733,cluster5
1.98033,1,0,1,16540,3.024317,cluster15
0.042717,6,1,0,3070,1.532767,cluster12
0,5,3,1,12100,1.27115,cluster5
0.137416,1,1,1,1570,0.8371,cluster4
0.254416,0,3,0,11000,1.423533,cluster13
0,0,0,1,18030,0.984183,cluster5
1.44182,1,0,1,16530,3.157083,cluster15
0.039434,6,1,0,3060,1.55465,cluster12
0,5,3,1,12090,1.268883,cluster5
0.216866,1,1,1,1560,0.636067,cluster4
0.281799,0,3,0,10590,1.452417,cluster13
0,0,0,1,18020,0.984233,cluster5
0.529784,1,0,1,16520,2.264867,cluster15
0.037749,6,1,0,3050,1.572167,cluster12
0,5,3,1,12080,1.284967,cluster5
0.199267,1,1,1,1550,0.639867,cluster4
0.3009,0,3,0,10580,1.463483,cluster13
0,0,0,1,18010,0.9788,cluster5
0.089183,1,0,1,16510,2.143433,cluster15
0.045084,6,1,0,3040,1.55975,cluster12
0,5,3,1,12070,1.191983,cluster5
0.212916,1,1,1,1540,0.58985,cluster4
0.252,0,3,0,10570,1.412383,cluster13
0.055417,6,1,0,3030,1.5705,cluster12
0,5,3,1,12060,1.161817,cluster5
0.230784,1,1,1,1530,0.55235,cluster4
0.247049,0,3,0,10560,1.434433,cluster13
0.041182,6,1,0,3020,1.5984,cluster12
0,5,3,1,12050,1.15695,cluster5
0.267933,1,1,1,1520,0.5394,cluster4
0.241334,0,3,0,10550,1.417317,cluster13
0.090283,6,1,0,3010,1.584333,cluster12
0,5,3,1,12040,1.168633,cluster5
0.258766,1,1,1,1510,0.599817,cluster4
0.252066,0,3,0,10540,1.464767,cluster13
0,5,3,1,12030,1.153417,cluster5
0.258583,0,3,0,10530,1.4191,cluster13
0,5,3,1,12020,1.218217,cluster5
0.244617,0,3,0,10520,1.396883,cluster13
0.040773,5,0,1,20510,0.536333,cluster3
0,5,3,1,12010,1.2608,cluster5
0.310884,0,3,0,10510,1.51785,cluster15
0.048157,5,0,1,20500,0.5387,cluster3
0.061983,5,0,1,20490,0.537783,cluster3
1.05563,3,0,1,17000,1.4199,cluster13
0.056287,5,0,1,20480,0.53475,cluster3
1.03203,2,0,1,16590,1.381833,cluster13
0.051306,5,0,1,20470,0.531383,cluster3
0.670884,2,0,1,16580,1.030567,cluster13
0.047554,5,0,1,20460,0.530767,cluster3
0.663217,2,0,1,16570,1.028767,cluster13
0.047323,5,0,1,20450,0.531033,cluster3
0.666999,2,0,1,16560,1.02455,cluster13
0.046524,5,0,1,20440,0.531967,cluster3
0.662799,2,0,1,16550,1.02675,cluster13
0.052337,5,0,1,20430,0.531117,cluster3
0.655317,2,0,1,16540,1.02965,cluster13
0.069865,5,0,1,20420,0.530383,cluster3
0.67795,2,0,1,16530,1.025117,cluster13
0.748667,2,0,1,16520,0.91845,cluster13
0.866516,2,0,1,16510,1.050683,cluster13
0.46997,1,3,1,10410,2.29778,cluster9
0.355193,1,3,1,10400,2.20627,cluster9
0.34241,1,3,1,10390,2.20027,cluster9
0.371404,1,3,1,10380,2.21298,cluster9
0.320146,1,3,1,10370,2.20018,cluster9
0.48183,1,3,1,10360,2.20348,cluster9
0,0,0,0,20090,0.40765,cluster3
0.438613,1,3,1,10350,2.14138,cluster9
0,0,0,0,20080,0.4234,cluster3
0.357672,1,3,1,10340,2.06615,cluster9
0,0,0,0,20070,0.539917,cluster3
0.339181,1,3,1,10330,2.05923,cluster9
0.019934,0,0,0,20060,0.594,cluster3
0.365457,1,3,1,10320,2.06595,cluster9
0.018783,0,0,0,20050,0.595133,cluster3
0.018683,0,0,0,20040,0.594467,cluster3
0.019583,0,0,0,20030,0.596067,cluster3
0.023082,0,0,0,20020,0.596433,cluster3
0.162416,0,0,0,17100,0.944583,cluster13
0.0205,0,0,0,20010,0.597433,cluster3
0.753817,1,0,1,16000,1.557383,cluster13
0.16675,0,0,0,17900,0.889767,cluster13
0.020383,0,0,0,20000,0.5982,cluster5
0.7565,1,0,1,15590,1.576167,cluster13
0.166749,0,0,0,17800,0.8907,cluster13
0.777101,1,0,1,15580,1.63275,cluster13
0.621916,1,1,1,1000,1.792083,cluster15
0.153767,0,0,0,17700,0.887667,cluster13
0.70605,6,1,0,2100,1.138217,cluster15
1.07783,1,0,1,15570,1.937433,cluster13
0.560382,1,1,1,590,1.720233,cluster15
0.169133,0,0,0,17600,0.8963,cluster13
0.905717,6,1,0,2090,1.32425,cluster15
1.138,1,0,1,15560,1.956783,cluster13
0.666117,1,1,1,580,1.84375,cluster15
0.17355,0,0,0,17500,0.901867,cluster13
0.756784,6,1,0,2080,1.129283,cluster15
1.17093,1,0,1,15550,1.382533,cluster13
0.91725,1,1,1,570,2.0988,cluster15
0.413504,3,3,1,10000,1.49082,cluster3
0.167934,0,0,0,17400,0.90745,cluster13
0.898183,6,1,0,2070,1.341567,cluster15
1.16923,1,0,1,15540,1.330383,cluster13
0.1426,1,1,1,560,2.29995,cluster15
0.415138,3,3,1,9590,1.47812,cluster3
0.169452,0,0,0,17300,0.905517,cluster13
0.724684,6,1,0,2060,1.149,cluster15
1.10813,1,0,1,15530,1.273467,cluster13
0,1,1,1,550,1.95355,cluster15
0.427486,3,3,1,9580,1.46572,cluster3
0.181784,0,0,0,17200,0.897667,cluster13
0.7387,6,1,0,2050,1.154267,cluster15
0.98705,1,0,1,15520,1.14565,cluster15
0,1,1,1,540,1.943,cluster15
0.511618,3,3,1,9570,1.1956,cluster3
0.167133,0,0,0,17100,0.88115,cluster13
0.933801,6,1,0,2040,1.354817,cluster15
1.0421,1,0,1,15510,1.1983,cluster15
0.31975,1,1,1,530,3.413217,cluster15
0.56173,3,3,1,9560,1.02488,cluster3
0.7225,6,1,0,2030,1.161,cluster15
0.4144,4,0,1,22000,1.3525,cluster15
0.3543,1,1,1,520,3.282017,cluster15
0.56522,3,3,1,9550,1.01897,cluster3
0.871084,6,1,0,2020,1.309983,cluster15
0.418983,4,0,1,21590,1.3523,cluster15
0.353799,1,1,1,510,3.288433,cluster15
0.558449,3,3,1,9540,0.969767,cluster3
0.7538,6,1,0,2010,1.172933,cluster15
0.411284,4,0,1,21580,1.36995,cluster15
0.565916,3,3,1,9530,0.950867,cluster3
0.421417,4,0,1,21570,1.34775,cluster15
2.056,3,3,1,7000,4.447233,cluster17
0.56415,3,3,1,9520,0.931267,cluster3
0.421333,4,0,1,21560,1.346933,cluster15
2.00207,3,2,1,6590,4.542083,cluster17
0.558649,3,3,1,9510,0.943033,cluster3
0.413716,4,0,1,21550,1.343933,cluster15
1.83197,3,2,1,6580,4.748183,cluster17
0.34655,4,0,1,21540,1.6718,cluster15
1.72273,3,2,1,6570,4.631517,cluster17
2.24415,2,0,1,16000,2.675917,cluster17
0.290416,4,0,1,21530,1.931783,cluster15
1.73348,3,2,1,6560,4.643017,cluster17
2.24582,2,0,1,15590,2.676383,cluster17
0.303033,4,0,1,21520,1.933683,cluster15
1.7183,3,2,1,6550,4.630717,cluster17
2.17848,2,0,1,15580,2.6472,cluster17
0.302034,4,0,1,21510,1.924217,cluster15
1.72045,3,2,1,6540,4.61865,cluster17
2.14538,2,0,1,15570,2.566517,cluster17
2.02947,3,2,1,6530,6.839417,cluster17
1.6084,2,0,1,15560,2.087967,cluster17
1.8335,3,2,1,6520,5.384133,cluster17
1.0948,2,0,1,15550,1.484133,cluster15
0.457967,2,0,1,15410,0.945033,cluster15
1.71562,3,2,1,6510,4.6171,cluster17
1.05287,2,0,1,15540,1.443767,cluster15
0.422906,2,0,1,15400,0.910533,cluster15
1.61693,2,0,1,15530,2.00775,cluster17
0.441133,2,0,1,15390,0.9104,cluster15
0,0,3,1,11500,1.072817,cluster5
1.85775,2,0,1,15520,2.248967,cluster17
0.427151,2,0,1,15380,0.91025,cluster15
0,0,3,1,11490,1.069317,cluster5
1.86003,2,0,1,15510,2.252533,cluster17
0.44279,2,0,1,15370,0.914633,cluster15
0,0,3,1,11480,1.066417,cluster5
0.456349,2,0,1,15360,0.91205,cluster15
0,0,3,1,11470,1.0649,cluster5
0.434883,2,0,1,15350,0.904067,cluster15
0,0,3,1,11460,1.06715,cluster5
0.440883,2,0,1,15340,0.926583,cluster15
0,0,3,1,11450,1.067233,cluster5
0.434339,2,0,1,15330,0.867583,cluster15
0,0,3,1,11440,1.066967,cluster5
0.431586,2,0,1,15320,0.8915,cluster15
0,0,3,1,11430,1.07335,cluster5
0,0,3,1,11420,1.076233,cluster5
0,0,3,1,11410,1.07475,cluster5
0.068484,6,0,0,16100,1.090467,cluster13
0.418267,4,0,1,15000,1.47415,cluster15
0.072117,6,0,0,16090,1.087867,cluster13
0.419783,4,0,1,14590,1.4515,cluster15
0.073751,6,0,0,16080,1.127833,cluster13
0.41393,4,0,1,14580,1.46733,cluster15
0.12495,6,0,0,16070,1.041767,cluster13
0.029486,2,1,1,1090,1.12232,cluster13
0.42615,4,0,1,14570,1.48745,cluster15
0.150852,6,0,0,16060,0.975617,cluster13
0,2,1,1,1080,1.14315,cluster13
0.45148,4,0,1,14560,1.50138,cluster15
0.156333,6,0,0,16050,0.980183,cluster13
0.0849,2,1,1,1070,1.2312,cluster13
0.516903,4,0,1,14550,1.45817,cluster15
0.147117,6,0,0,16040,1.002367,cluster13
0.093179,2,1,1,1060,1.23343,cluster13
0.601063,4,0,1,14540,1.22618,cluster15
0.161733,6,0,0,16030,1.0027,cluster13
0.10727,2,1,1,1050,1.23417,cluster13
1.178,4,0,1,14530,1.43543,cluster15
0.153316,6,0,0,16020,0.975067,cluster13
0,4,3,1,12000,1.097033,cluster5
0.112953,2,1,1,1040,1.23052,cluster13
2.22977,4,0,1,14520,2.3923,cluster15
0.1534,6,0,0,16010,1.00715,cluster13
0,4,3,1,11590,1.096033,cluster5
0.095334,2,1,1,1030,1.22515,cluster13
1.78225,4,0,1,14510,1.93448,cluster15
0,4,3,1,11580,1.087067,cluster5
0.077064,2,1,1,1020,1.22383,cluster13
0,4,3,1,11570,1.087783,cluster5
0.06947,2,1,1,1010,1.23212,cluster13
0.067184,4,0,1,21000,1.080167,cluster13
0,4,3,1,11560,1.085283,cluster5
0.117686,2,1,1,1000,1.25452,cluster13
0.0761,4,0,1,20590,1.078467,cluster13
0,4,3,1,11550,1.097433,cluster5
0.083216,4,0,1,20580,1.081183,cluster13
0.206734,3,2,1,6000,1.092717,cluster13
0,4,3,1,11540,1.088917,cluster5
0.070967,4,0,1,20570,1.0836,cluster13
0.229801,3,2,1,5590,1.176717,cluster13
0,4,3,1,11530,1.114017,cluster5
0.071733,4,0,1,20560,1.082767,cluster13
0.312533,3,2,1,5580,0.56845,cluster13
0.007717,4,3,1,11520,0.975883,cluster5
0.073116,4,0,1,20550,1.0857,cluster13
0.31235,3,2,1,5570,0.494567,cluster13
0.00805,4,3,1,11510,0.977917,cluster5
0,4,0,1,20540,1.192283,cluster13
0,3,2,1,5560,0.675783,cluster13
0,4,0,1,20530,1.194317,cluster13
0,0,0,1,18000,0.974517,cluster5
0.591283,1,0,1,16500,3.325467,cluster15
0,3,2,1,5550,0.844517,cluster13
0.218833,4,0,1,20520,1.4166,cluster13
0,0,0,1,17590,0.965183,cluster5
0.553734,1,0,1,16490,3.3722,cluster15
0,3,2,1,5540,1.268033,cluster13
0.336283,4,0,1,20510,1.53875,cluster13
0,0,0,1,17580,0.9813,cluster5
0.515734,1,0,1,16480,3.449033,cluster15
0,3,2,1,5530,2.489833,cluster13
0,0,0,1,17570,1.037917,cluster5
0.504267,1,0,1,16470,3.43505,cluster15
0.159934,6,1,0,3000,1.189017,cluster12
0,3,2,1,5520,2.765983,cluster13
0.254417,1,1,1,1500,0.637183,cluster4
0,0,0,1,17560,1.017833,cluster5
0.394066,1,0,1,16460,3.2934,cluster15
0.166817,6,1,0,2590,1.176267,cluster12
0,3,2,1,5510,2.769267,cluster13
0.25325,1,1,1,1490,0.635067,cluster4
0.06635,0,0,1,17550,0.613817,cluster5
0.403783,1,0,1,16450,3.336683,cluster15
0.176867,6,1,0,2580,1.17555,cluster12
0.253649,1,1,1,1480,0.6363,cluster4
0.098,0,0,1,17540,0.56675,cluster5
0.502034,1,0,1,16440,3.480467,cluster15
0.153649,6,1,0,2570,1.166733,cluster12
0,5,3,1,12000,1.280783,cluster5
0.25395,1,1,1,1470,0.63715,cluster4
0.336883,0,3,0,10500,1.4999,cluster15
0.0984,0,0,1,17530,0.56965,cluster5
0.5119,1,0,1,16430,3.510867,cluster15
0.169383,6,1,0,2560,1.179533,cluster12
0,5,3,1,11590,1.262583,cluster5
0.132316,1,1,1,1460,0.949,cluster4
0.333417,0,3,0,10490,1.523017,cluster15
0,0,0,1,17520,0.729783,cluster5
0.506117,1,0,1,16420,3.495317,cluster15
0.158751,6,1,0,2550,1.1764,cluster12
0,5,3,1,11580,1.254233,cluster5
0.076683,1,1,1,1450,1.107483,cluster4
0.33795,0,3,0,10480,1.509217,cluster15
0,0,0,1,17510,0.8507,cluster5
0.498483,1,0,1,16410,3.498333,cluster15
0.16685,6,1,0,2540,1.21125,cluster12
0,5,3,1,11570,1.2534,cluster5
0.080066,1,1,1,1440,1.076533,cluster4
0.248384,0,3,0,10470,1.4268,cluster15
0.199382,6,1,0,2530,1.2172,cluster12
0,5,3,1,11560,1.279967,cluster5
0.0852,1,1,1,1430,1.1035,cluster4
0.251416,0,3,0,10460,1.4277,cluster15
0.20435,6,1,0,2520,1.2106,cluster12
0,5,3,1,11550,1.273817,cluster5
0.079867,1,1,1,1420,1.095583,cluster4
0.254484,0,3,0,10450,1.422367,cluster15
0.179567,6,1,0,2510,1.238033,cluster12
0,5,3,1,11540,1.284817,cluster5
0.084749,1,1,1,1410,1.102083,cluster4
0.305549,0,3,0,10440,1.483333,cluster15
0,5,3,1,11530,1.3032,cluster5
1.53208,0,3,0,10430,2.665333,cluster15
0,5,3,1,11520,1.340083,cluster5
2.0298,0,3,0,10420,3.07915,cluster15
0.137373,5,0,1,20410,0.531183,cluster3
0,5,3,1,11510,1.417133,cluster5
2.19225,0,3,0,10410,3.237667,cluster15
0.13289,5,0,1,20400,0.5245,cluster3
0.125889,5,0,1,20390,0.51715,cluster3
0.729534,2,0,1,16500,0.914167,cluster13
0,5,0,1,20380,0.515,cluster3
0.73925,2,0,1,16490,0.912433,cluster13
0,5,0,1,20370,0.511267,cluster3
0.748716,2,0,1,16480,0.9158,cluster13
0,5,0,1,20360,0.987433,cluster3
0.74995,2,0,1,16470,0.917567,cluster13
0,5,0,1,20350,1.04825,cluster3
0.7411,2,0,1,16460,0.913217,cluster13
0,5,0,1,20340,1.02053,cluster3
0.732101,2,0,1,16450,0.912967,cluster13
0,5,0,1,20330,1.06317,cluster3
0.723,2,0,1,16440,0.9955,cluster13
0,5,0,1,20320,1.03978,cluster3
0.722185,2,0,1,16430,1.021217,cluster13
0.719517,2,0,1,16420,1.022133,cluster13
0.727566,2,0,1,16410,1.01675,cluster13
0.778156,1,3,1,10310,2.01757,cluster11
0.575643,1,3,1,10300,1.74542,cluster11
0.885886,1,3,1,10290,2.06823,cluster11
0.69435,4,3,1,11000,1.784683,cluster15
1.9175,1,3,1,10280,3.12318,cluster11
0.7539,4,3,1,10590,1.9339,cluster15
1.92416,1,3,1,10270,3.15547,cluster11
0.610701,4,3,1,10580,2.33725,cluster15
1.89496,1,3,1,10260,3.18227,cluster11
0.611066,4,3,1,10570,2.31215,cluster15
0.019351,0,0,0,19590,0.5969,cluster5
2.4997,1,3,1,10250,3.28443,cluster11
0.620583,4,3,1,10560,2.31255,cluster15
0.017866,0,0,0,19580,0.594183,cluster5
1.27365,1,3,1,10240,1.84038,cluster11
0.614916,4,3,1,10550,2.420133,cluster15
0.017401,0,0,0,19570,0.596317,cluster5
0.738236,1,3,1,10230,1.31117,cluster11
0.610266,4,3,1,10540,2.320483,cluster15
0.016883,0,0,0,19560,0.595433,cluster5
0.734593,1,3,1,10220,1.30642,cluster11
0.596816,4,3,1,10530,2.279983,cluster15
0.02385,0,0,0,19550,0.59885,cluster3
0.605317,4,3,1,10520,2.278817,cluster15
0.029317,0,0,0,19540,0.60245,cluster3
0.598201,4,3,1,10510,2.279117,cluster15
0.023618,0,0,0,19530,0.604367,cluster3
0.0212,0,0,0,19520,0.603067,cluster3
0.169217,0,0,0,17000,0.895817,cluster13
0.021534,0,0,0,19510,0.601817,cluster3
0.953084,1,0,1,15500,1.118067,cluster15
0.112501,6,0,0,16590,0.290933,cluster5
0.034399,0,0,0,19500,0.603633,cluster3
1.07025,1,0,1,15490,1.22605,cluster15
0.113133,6,0,0,16580,0.2873,cluster5
0.969032,1,0,1,15480,1.119233,cluster15
0.354533,1,1,1,500,3.27525,cluster15
0.107833,6,0,0,16570,0.345717,cluster5
0.730634,6,1,0,2000,0.987817,cluster15
1.02998,1,0,1,15470,1.197667,cluster15
0.34735,1,1,1,490,3.332783,cluster15
0.133382,6,0,0,16560,0.383233,cluster5
0.9285,6,1,0,1590,1.1763,cluster15
1.61437,1,0,1,15460,1.79865,cluster17
0.358533,1,1,1,480,3.31415,cluster15
0.17375,6,0,0,16550,0.376233,cluster5
0.752884,6,1,0,1580,0.988233,cluster15
1.94383,1,0,1,15450,2.138117,cluster55
0.357383,1,1,1,470,3.382583,cluster15
0.546683,3,3,1,9500,0.925933,cluster3
0.173834,6,0,0,16540,0.376517,cluster5
0.77415,6,1,0,1570,1.0128,cluster15
1.81482,1,0,1,15440,1.967367,cluster17
0.5573,1,1,1,460,3.532183,cluster15
0.535717,3,3,1,9490,0.9397,cluster3
0.174033,6,0,0,16530,0.377283,cluster5
0.9279,6,1,0,1560,1.158817,cluster15
1.45915,1,0,1,15430,1.615933,cluster17
0.489949,1,1,1,450,2.883483,cluster15
0.6116,3,3,1,9480,0.774167,cluster3
0.173849,6,0,0,16520,0.377433,cluster5
0.639667,6,1,0,1550,0.872133,cluster9
1.1223,1,0,1,15420,1.468867,cluster15
0.499834,1,1,1,440,2.894683,cluster15
0.5985,3,3,1,9470,0.787767,cluster3
0.119183,6,0,0,16510,0.45095,cluster5
0.815384,6,1,0,1540,1.032333,cluster9
1.37788,1,0,1,15410,1.743333,cluster15
0.773383,1,1,1,430,3.160183,cluster15
0.60105,3,3,1,9460,0.783083,cluster3
0.738584,6,1,0,1530,0.891783,cluster9
0.301116,4,0,1,21500,1.960483,cluster15
1.05245,1,1,1,420,3.387267,cluster15
0.567517,3,3,1,9450,0.73145,cluster3
0.728383,6,1,0,1520,0.93375,cluster9
0.2968,4,0,1,21490,1.9849,cluster15
1.34705,1,1,1,410,3.605183,cluster15
0.54405,3,3,1,9440,0.709667,cluster3
0.930901,6,1,0,1510,1.077717,cluster9
0.368683,4,0,1,21480,1.830483,cluster15
0.473484,3,3,1,9430,0.66195,cluster3
0.4382,4,0,1,21470,1.598367,cluster15
1.71968,3,2,1,6500,4.6379,cluster17
0.209733,3,3,1,9420,0.341983,cluster3
0.438684,4,0,1,21460,1.600067,cluster15
1.71425,3,2,1,6490,4.561733,cluster17
0.246482,3,3,1,9410,0.334733,cluster3
0.429167,4,0,1,21450,1.6061,cluster15
1.68747,3,2,1,6480,4.436667,cluster17
0.43435,4,0,1,21440,1.6029,cluster15
2.15403,3,2,1,6470,7.608483,cluster17
1.8545,2,0,1,15500,2.246333,cluster17
0.419283,4,0,1,21430,1.6135,cluster15
1.7065,3,2,1,6460,4.86885,cluster17
1.72613,2,0,1,15490,2.412667,cluster17
0.439666,4,0,1,21420,1.596233,cluster15
1.60298,3,2,1,6450,4.3494,cluster17
1.63592,2,0,1,15480,2.568783,cluster17
0.432182,4,0,1,21410,1.60075,cluster15
1.59317,3,2,1,6440,4.336517,cluster17
0.913099,2,0,1,15470,1.830783,cluster15
1.82363,3,2,1,6430,6.707633,cluster17
1.23808,2,0,1,15460,2.192417,cluster15
1.70247,3,2,1,6420,5.876633,cluster17
1.2794,2,0,1,15450,2.230783,cluster15
0.486316,2,0,1,15310,0.886733,cluster15
1.47825,3,2,1,6410,4.42335,cluster17
2.08048,2,0,1,15440,3.02405,cluster17
0.481516,2,0,1,15300,0.883433,cluster15
2.0813,2,0,1,15430,3.02135,cluster17
0.473116,2,0,1,15290,0.878833,cluster15
0,0,3,1,11400,1.076967,cluster5
